Title|User Score|Director|Screenplay|Top Billed Cast|Release Date|Content Rating|Genres|Keywords|Revenue|Original Language|Runtime|Budget|Homepage
Mystery Men|57.0|Kinka Usher||Ben Stiller,Geoffrey Rush,Claire Forlani,William H. Macy,Hank Azaria|1999|100|Adventure,Fantasy,Action,Comedy,Science Fiction|bowling,hostage,sphinx,training,insane asylum,tools,frankenstein,casanova,superhero,based on comic,independent film,comedy,spoof,skull,shovel,disco,superhero spoof,invisible man,dark horse comics,invisibility,rajah,bowling ball,spleen,evil genius|$29,762,011.00|English|2h 1m|$68,000,000.00|-
JCVD|67.0|Mabrouk El Mechri|Mabrouk El Mechri,Frédéric Benudis|Jean-Claude Van Damme,François Damiens,Zinedine Soualem,Karim Belkhadra,Jean-François Wolff|2008|100|Drama,Action,Comedy,Crime|gun held to head|$276,891.00|French|1h 36m|$6,000,000.00|-
Now You See Me 2|67.0|Jon M. Chu|Ed Solomon,Pete Chiarelli|Jesse Eisenberg,Woody Harrelson,Mark Ruffalo,Dave Franco,Morgan Freeman|2016|100|Action,Adventure,Comedy,Crime,Mystery,Thriller|london england,china,magic,secret society,vigilante,sequel,revenge,heist,on the run,macau china,magician|$334,901,337.00|English|2h 9m|$90,000,000.00|http://nowyouseeme.movie
Deadfall|57.0|Stefan Ruzowitzky|Zach Dean|Eric Bana,Olivia Wilde,Charlie Hunnam,Patrick Kerton,Kris Kristofferson|2012|100|Crime,Drama,Thriller|sibling relationship,partner,murder,on the run,fugitive,crime,family,homecoming,crime gone awry,dishonesty,chases and races,criminal heroes,cons and scams,murderous pair|$66,351.00|English|1h 35m|$12,000,000.00|http://www.magpictures.com/deadfall/
The Riot Club|59.0|Lone Scherfig||Max Irons,Sam Claflin,Douglas Booth,Holliday Grainger,Jessica Brown Findlay|2014|100|Drama,Thriller|england,alcohol,college,rivalry,based on play or musical,wealthy,initiation,oxford england,debauchery,woman director,young adult,oxford university,boys club,entitlement|$2,146,041.00|English|1h 47m|-|-
The Bodyguard|62.0|Mick Jackson|Lawrence Kasdan|Whitney Houston,Kevin Costner,Michele Lamar Richards,Ralph Waite,Gary Kemp|1992|100|Thriller,Action,Drama,Music,Romance|sibling relationship,anonymous letter,diva,bodyguard,stalker,los angeles|$411,006,740.00|English|2h 9m|$25,000,000.00|-
The Fly II|52.0|Chris Walas|Ken Wheat,Jim Wheat,Mick Garris,Frank Darabont|Eric Stoltz,Daphne Zuniga,Lee Richardson,John Getz,Frank C. Turner|1989|100|Horror,Science Fiction,Thriller|monster,experiment,industrialist,sequel,fly the insect|$38,903,179.00|English|1h 45m|-|-
The Rugrats Movie|58.0|Igor Kovalyov,Norton Virgien||Whoopi Goldberg,David Spade,E.G. Daily,Tara Strong,Christine Cavanaugh|1998|100|Animation,Family|sibling relationship,baby,home,pregnancy and birth,sequel,kids and family,comedy,pregnancy,aftercreditsstinger|$100,491,683.00|English|1h 19m|$30,000,000.00|-
Village of the Damned|56.0|John Carpenter|David Himmelstein|Christopher Reeve,Kirstie Alley,Linda Kozlowski,Michael Paré,Meredith Salenger|1995|100|Thriller,Horror,Science Fiction|alien life-form,village,bewusstlosigkeit,alien,pregnancy,doppelganger|-|English|1h 39m|-|http://www.theofficialjohncarpenter.com/village-of-the-damned/
The Girl on the Train|62.0|Tate Taylor|Erin Cressida Wilson|Emily Blunt,Haley Bennett,Rebecca Ferguson,Justin Theroux,Luke Evans|2016|100|Crime,Drama,Mystery,Romance,Thriller|based on novel,infidelity,amnesia,homicide,alcoholism,domestic abuse,confusion,female protagonist,memory loss,train,divorcee,missing person,police investigation,ex-husband ex-wife relationship,flashback,abuse|$173,185,859.00|English|1h 52m|$45,000,000.00|http://www.thegirlonthetrainmovie.com/
Two Is a Family|77.0|Hugo Gélin|Hugo Gélin,Jean-André Yerles,Mathieu Oullion|Omar Sy,Clémence Poésy,Antoine Bertrand,Gloria Colston,Ashley Walters|2016|100|Drama,Comedy|london england,single parent,parent child relationship,stuntman,remake,children,parenting,single father,black family,lying,absent  mother,frenchman abroad|$1,447,740.00|French|1h 58m|-|-
Creed|73.0|Ryan Coogler|Ryan Coogler,Aaron Covington|Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashād,Tony Bellew|2015|100|Drama|underdog,sport,spin off,underground fighting,motivational speaker,boxing|$173,567,581.00|English|2h 13m|$37,000,000.00|http://creedthemovie.com/
Rampart|53.0|Oren Moverman|Oren Moverman,James Ellroy|Woody Harrelson,Steve Buscemi,Ben Foster,Robin Wright,Jon Bernthal|2011|100|Crime,Drama|confession,one-night stand,police corruption,racism,brutality,district attorney,racial tension,gunshot,ex-wife,bigotry,road rage,lapd,homeless man,ethnic diversity,racist cop|$972,512.00|English|1h 48m|$12,000,000.00|http://rampartmovie.com/
Meet the Spartans|37.0|Aaron Seltzer,Jason Friedberg|Aaron Seltzer,Jason Friedberg|Sean Maguire,Carmen Electra,Ken Davitian,Kevin Sorbo,Diedrich Bader|2008|100|Comedy|fight,queen,penguin,black hole,men,army,s.a.t.,aftercreditsstinger,duringcreditsstinger|$84,646,831.00|English|1h 24m|$30,000,000.00|http://www.meetthespartans.com/
Vampires Suck|42.0|Aaron Seltzer,Jason Friedberg||Chris Riggi,Matt Lanter,Jenn Proske,Ken Jeong,Bradley Dodds|2010|100|Comedy,Horror|vampire,high school,parody,prom,spoof,horror spoof,teenager,duringcreditsstinger|$80,547,866.00|English|1h 22m|$20,000,000.00|http://www.dancingwerewolves.com/
The New World|64.0|Terrence Malick|Terrence Malick|Colin Farrell,Q'orianka Kilcher,Christopher Plummer,Christian Bale,August Schellenberg|2005|100|Drama,History,Romance|chief,colonialism,new world|$30,536,013.00|English|2h 52m|$30,000,000.00|-
Bedazzled|57.0|Harold Ramis|Harold Ramis,Peter Tolan,Larry Gelbart|Elizabeth Hurley,Brendan Fraser,Frances O'Connor,Orlando Jones,Paul Adelstein|2000|100|Fantasy,Comedy,Romance|love of one's life,wish,sale of soul,pact with the devil,demon,teuflisch|$90,383,208.00|English|1h 33m|$48,000,000.00|-
Lemony Snicket's A Series of Unfortunate Events|67.0|Brad Silberling|Robert Gordon|Jim Carrey,Meryl Streep,Jude Law,Emily Browning,Liam Aiken|2004|100|Adventure,Comedy,Family|library,baby,orphan,orphan siblings|$209,073,645.00|English|1h 48m|$140,000,000.00|-
National Lampoon's Van Wilder|59.0|Walt Becker|Brent Goldberg,David Wagner|Ryan Reynolds,Tara Reid,Tim Matheson,Kal Penn,Simon Helberg|2002|100|Comedy,Romance|sex,college,locker room,doggystyle,flirting,exposé,pug,bon bon,fraternity pledge,greek letter,laxative|$38,275,483.00|English|1h 32m|$5,000,000.00|-
10 Cloverfield Lane|69.0|Dan Trachtenberg|Matthew Stuecken,Josh Campbell,Damien Chazelle|Mary Elizabeth Winstead,John Goodman,John Gallagher Jr.,Bradley Cooper,Douglas M. Griffin|2016|100|Thriller,Science Fiction,Drama|kidnapping,bunker,paranoia,basement,survivalist,apocalypse,car accident,captive|$108,286,421.00|English|1h 43m|$15,000,000.00|http://www.10cloverfieldlane.com/
Sin City: A Dame to Kill For|63.0|Frank Miller,Robert Rodriguez||Mickey Rourke,Jessica Alba,Josh Brolin,Joseph Gordon-Levitt,Rosario Dawson|2014|100|Crime,Thriller|detective,dystopia,dominatrix,murder,suspense,twins,based on graphic novel,dark horse comics,neo-noir,3d|$39,407,616.00|English|1h 42m|$65,000,000.00|http://sincity-2.com/
The Human Centipede (First Sequence)|48.0|Tom Six||Dieter Laser,Ashley C. Williams,Ashlynn Yennie,Akihiro Kitamura,Andreas Leupold|2009|100|Horror|kidnapping,surgeon,body mutilation,psychosis,body horror|-|English|1h 32m|$2,011,799.00|-
Ask Me Anything|55.0|Allison Burnett||Britt Robertson,Christian Slater,Justin Long,Martin Sheen,Andy Buckley|2014|100|Drama,Mystery,Thriller|college,blog,dark secrets|-|English|1h 40m|$950,000.00|http://undiscoveredgyrl.com/
A Close Shave|75.0|Nick Park||Peter Sallis,Anne Reid|1995|71|Family,Animation,Comedy|prison,inventor,loyalty,sheep,innocence,surrealism,framed,dog,animal,sheep rustling,wallace & gromit|-|English|0h 30m|-|http://www.wallaceandgromit.com/films/a-close-shave
Under Siege 2: Dark Territory|56.0|Geoff Murphy|Matt Reeves,Richard Hatem|Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,Morris Chestnut|1995|100|Action,Thriller|terrorist,pentagon,satellite,navy seal,train|$104,324,083.00|English|1h 40m|$60,000,000.00|-
The Money Pit|63.0|Richard Benjamin|David Giler|Tom Hanks,Shelley Long,Alexander Godunov,Maureen Stapleton,Joe Mantegna|1986|100|Comedy,Romance|rock star,price,chaos,house,home ownership|$54,999,651.00|English|1h 31m|$10,000,000.00|-
Shark Night|49.0|David R. Ellis|Jesse Studenberg,Will Hayes|Sara Paxton,Chris Carmack,Joel David Moore,Chris Zylka,Dustin Milligan|2011|100|Horror,Thriller|shark attack,louisiana,dirty cop,shark,aftercreditsstinger,3d|$10,126,458.00|English|1h 31m|$28,000,000.00|http://www.iamrogue.com/sharknight3d/fullsite/index.html
Fury|74.0|David Ayer||Brad Pitt,Shia LaBeouf,Logan Lerman,Michael Peña,Jon Bernthal|2014|100|War,Drama,Action|europe,hero,world war ii,nazis,bravery,war,nazi germany,panzer,heroism,tank,beating the odds|$211,817,906.00|English|2h 15m|$68,000,000.00|-
Water for Elephants|68.0|Francis Lawrence|Richard LaGravenese|Reese Witherspoon,Robert Pattinson,Christoph Waltz,Hal Holbrook,Richard Brake|2011|100|Drama,Romance|based on novel,elephant,clown,great depression,elephant trainer,veterinary|$114,156,230.00|English|2h 0m|$38,000,000.00|http://waterforelephantsfilm.com/
A League of Their Own|68.0|Penny Marshall|Babaloo Mandel,Lowell Ganz|Tom Hanks,Geena Davis,Madonna,Lori Petty,Jon Lovitz|1992|100|Comedy|baseball,world war ii,sport,baseball player,female athlete,home front,woman director,1940s|$132,440,069.00|English|2h 8m|$40,000,000.00|-
Planes, Trains and Automobiles|71.0|John Hughes|John Hughes|Steve Martin,John Candy,Laila Robins,Michael McKean,Dylan Baker|1987|100|Comedy|thanksgiving,receptionist,slob,st. louis missouri,double take,o'hare airport chicago,chatter box, wichita kansas,speeding ticket,chewing tobacco,credit card fraud,state trooper,sears tower chicago,unlikely friendship,aftercreditsstinger|$49,230,280.00|English|1h 33m|-|-
Wizards of Waverly Place: The Movie|60.0|Lev L. Spiro||Selena Gomez,Jake T. Austin,David Henrie,Maria Canals-Barrera,David DeLuise|2009|100|TV Movie,Adventure,Comedy,Drama,Family,Fantasy|sibling relationship,island,magic,adventure,foreign language,based on tv series,family vacation,family holiday,parents,wizard,disney channel,trouble,changing the past or future|-|English|1h 34m|-|-
The Pink Panther|57.0|Shawn Levy|Len Blum,Steve Martin|Steve Martin,Kevin Kline,Jean Reno,Beyoncé Knowles,Emily Mortimer|2006|100|Action,Comedy,Crime,Mystery,Family|robbery,investigation,inspector,killer,clouseau,pink panther,murder hunt|-|English|1h 33m|-|-
Ace Ventura: When Nature Calls|61.0|Steve Oedekerk|Steve Oedekerk|Jim Carrey,Ian McNeice,Simon Callow,Maynard Eziashi,Bob Gunton|1995|100|Crime,Comedy,Adventure|africa,indigenous,human animal relationship,bat|$212,385,533.00|English|1h 30m|$30,000,000.00|-
Bangkok Dangerous|50.0|Oxide Pang Chun,Danny Pang|Jason Richman|Nicolas Cage,Shahkrit Yamnarm,Charlie Yeung,Panward Hemmanee,Nirattisai Kaljaruek|2008|100|Action,Crime,Thriller|assassin,asia,gun,deaf-mute,hitman,bangkok,thailand,strip club,apprentice,video surveillance,remake,murder,betrayal,mafia,shootout,boat chase,explosion,foot chase,killer,gunshot,flashback,motorcycle chase,crisis of conscience|$42,487,390.00|English|1h 39m|$45,000,000.00|http://www.bangkokdangerousmovie.net/
Fifty Shades Darker|60.0|James Foley|Niall Leonard|Dakota Johnson,Jamie Dornan,Eric Johnson,Eloise Mumford,Bella Heathcote|2017|100|Drama,Romance|sex,based on novel,boat,kiss,sequel,bdsm,adaptation,erotic movie,oral sex|$378,827,494.00|English|1h 58m|$55,000,000.00|http://www.fiftyshadesmovie.com/
Horton Hears a Who!|63.0|Steve Martino,Jimmy Hayward|Cinco Paul,Ken Daurio|Jim Carrey,Steve Carell,Carol Burnett,Will Arnett,Seth Rogen|2008|100|Animation,Comedy,Family,Adventure,Fantasy|elephant,rescue,jungle|$297,138,014.00|English|1h 28m|$85,000,000.00|-
The Bucket List|70.0|Rob Reiner||Jack Nicholson,Morgan Freeman,Sean Hayes,Beverly Todd,Alfonso Freeman|2007|100|Drama,Comedy|africa,himalaya,brain tumor,parent child relationship,wife husband relationship,sense of life,male friendship,safari,dying and death,wish,journey round the world,terminal illness,billionaire,estranged father,elderly,bucket list,taj mahal|$175,372,502.00|English|1h 37m|$45,000,000.00|http://www.warnerbros.com/bucket-list
The Hitcher|57.0|Dave Meyers|Jake Wade Wall,Eric Red|Sean Bean,Sophia Bush,Zachary Knighton,Neal McDonough,Kyle Davis|2007|100|Action,Horror,Crime|hitchhiker,series of murders,road movie|$25,399,945.00|English|1h 24m|$10,000,000.00|-
400 Days|43.0|Matt Osterman||Caity Lotz,Brandon Routh,Tom Cavanagh,Dane Cook,Ben Feldman|2015|100|Mystery,Science Fiction,Thriller|spacecraft,experiment,simulation,space,astronaut|-|English|1h 31m|-|http://www.naafilms.com/#400days
Chaplin|75.0|Richard Attenborough|William Boyd,Bryan Forbes,William Goldman|Robert Downey Jr.,Geraldine Chaplin,Paul Rhys,John Thaw,Moira Kelly|1992|100|Drama|success,politics,escape,family,actor|-|English|2h 23m|-|-
The Santa Claus Gang|59.0|Paolo Genovese||Aldo Baglio,Giovanni Storti,Giacomo Poretti,Angela Finocchiaro,Giovanni Esposito|2010|93|Comedy||-|Italian|1h 40m|-|-
John Q|70.0|Nick Cassavetes|James Kearns|Denzel Washington,Robert Duvall,Anne Heche,Kimberly Elise,Daniel E. Smith|2002|100|Drama,Thriller,Crime|chicago,parent child relationship,heart attack,kidnapping,heart disease,hostage-taking,hospital|$102,244,770.00|English|1h 56m|$36,000,000.00|-
Central Station|77.0|Walter Salles|Walter Salles,João Emanuel Carneiro,Marcos Bernstein|Fernanda Montenegro,Marília Pêra,Vinícius de Oliveira,Othon Bastos,Otávio Augusto|1998|100|Drama|brazilian,brazil,rio de janeiro,letter,wilderness,teacher,alcoholic,railroad,missing father,long lost relative,realism|$5,596,708.00|Portuguese|1h 53m|$2,900,000.00|-
Mississippi burning|75.0|Alan Parker|Chris Gerolmo|Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif,R. Lee Ermey|1988|100|Thriller,Crime,Drama|suicide,ku klux klan,mississippi,sheriff,shotgun,deputy sheriff,fbi,motel,funeral,u.s. navy,victim of murder,burning cross,police,rope,racism,violence,fbi agent,based on true events|$34,604,000.00|English|2h 8m|$15,000,000.00|-
Blades of Glory|59.0|Will Speck,Josh Gordon||Will Ferrell,Jon Heder,Will Arnett,Amy Poehler,Jenna Fischer|2007|100|Comedy|competition,olympic games,sport,rivalry,ice skating,21st century|-|English|1h 33m|$53,000,000.00|-
Patients|75.0|Grand Corps Malade,Mehdi Idir||Pablo Pauly,Soufiane Guerrab,Moussa Mansaly,Nailia Harzoune,Franck Falise|2017|93|Drama,Comedy||-|French|1h 50m|-|-
Austin Powers: International Man of Mystery|65.0|Jay Roach|Mike Myers|Mike Myers,Elizabeth Hurley,Michael York,Mimi Rogers,Robert Wagner|1997|100|Science Fiction,Comedy,Crime|android,undercover,missile,group therapy,airplane,dancing scene,time travel,penthouse apartment,judo,trapdoor,clowning,telescope,swinging,james bond spoof,swinging 60s|$67,683,989.00|English|1h 34m|$16,500,000.00|-
Pain & Gain|61.0|Michael Bay|Stephen McFeely,Christopher Markus|Mark Wahlberg,Dwayne Johnson,Anthony Mackie,Tony Shalhoub,Ed Harris|2013|100|Thriller,Crime,Action|miami,scam,crime,weight lifting,weightlifting,duringcreditsstinger|$86,175,291.00|English|2h 10m|$25,000,000.00|http://www.painandgainmovie.com/
Women on the Verge of a Nervous Breakdown|74.0|Pedro Almodóvar|Pedro Almodóvar|Carmen Maura,Antonio Banderas,Julieta Serrano,María Barranco,Rossy de Palma|1988|93|Comedy,Drama|madrid,airport,terrorist,suicide attempt,pregnancy,relationship,ex-wife,spectacle,sleeping pill|$7,179,298.00|Spanish|1h 28m|$700,000.00|-
The Big Boss|73.0|Lo Wei|Lo Wei|Bruce Lee,Maria Yi,James Tien,Marilyn Bautista,Han Ying-Chieh|1971|100|Action|martial arts|-|Mandarin|1h 40m|$100,000.00|-
Jason and the Argonauts|71.0|Don Chaffey|Jan Read,Beverley Cross|Todd Armstrong,Nancy Kovack,Gary Raymond,Laurence Naismith,Niall MacGinnis|1963|100|Adventure,Family,Fantasy|hero,menace,bravery,adventure,vlies|-|English|1h 44m|$1,000,000.00|-
Macbeth|65.0|Justin Kurzel|Michael Lesslie,Jacob Koskoff,Todd Louiso|Michael Fassbender,Marion Cotillard,Paddy Considine,Sean Harris,Jack Reynor|2015|100|History,Drama,War|scotland,shakespeare,medieval|$12,601,706.00|English|1h 53m|$15,000,000.00|http://www.macbeth-movie.com/
Constantine|66.0|Francis Lawrence|Kevin Brodbin,Frank A. Cappello|Keanu Reeves,Rachel Weisz,Shia LaBeouf,Djimon Hounsou,Max Baker|2005|100|Drama,Fantasy,Horror|angel,confession,exorcism,archangel gabriel,holy water,supernatural,based on comic,lucifer,demon,occult,aftercreditsstinger|$230,884,728.00|English|2h 1m|$100,000,000.00|http://constantinemovie.warnerbros.com/
The Reaping|54.0|Stephen Hopkins|Chad Hayes,Carey Hayes|Hilary Swank,David Morrissey,Idris Elba,AnnaSophia Robb,Stephen Rea|2007|100|Thriller,Horror,Fantasy|river,miracle,bible,louisiana,frog,grasshopper,faith|$62,771,059.00|English|1h 39m|$40,000,000.00|http://www.thereapingmovie.com
In the Land of Women|59.0|Jon Kasdan||Meg Ryan,Kristen Stewart,Adam Brody,JoBeth Williams,Olympia Dukakis|2007|100|Romance,Comedy,Drama|infidelity,party,love,cancer,neighbor,writer,teenager,illness,flashback,actress|$17,500,000.00|English|1h 37m|$10,000,000.00|http://www.warnerbros.com/land-women
Divergent|69.0|Neil Burger|Evan Daugherty,Vanessa Taylor|Shailene Woodley,Theo James,Kate Winslet,Miles Teller,Ray Stevenson|2014|100|Action,Adventure,Science Fiction|based on novel,dystopia,futuristic,youth,individuality,dystopic future,caste system,divergent,based on young adult novel,futuristic world,alternative world|$288,747,895.00|English|2h 19m|$85,000,000.00|http://www.thedivergentseries.movie/#divergent
The 51st State|60.0|Ronny Yu|Stel Pavlou|Samuel L. Jackson,Robert Carlyle,Emily Mortimer,Meat Loaf,Rhys Ifans|2001|100|Thriller,Action,Comedy,Crime|chemical,laxative,skinheads|$14.00|English|1h 33m|$28.00|-
Treasure Planet|73.0|John Musker,Ron Clements|John Musker,Ron Clements,Rob Edwards|Joseph Gordon-Levitt,Brian Murray,David Hyde Pierce,Emma Thompson,Michael Wincott|2002|100|Adventure,Animation,Family,Fantasy,Science Fiction|cyborg,loss of loved one,based on novel,space marine,mutiny,map,pirate gang,treasure hunt,little boy,space,alien,animation,money,treasure map,planet,troubled teen,space pirate|$109,578,115.00|English|1h 35m|$140,000,000.00|-
Piper|82.0|Alan Barillaro|||2016|71|Family,Animation|bird,fear,short|-|English|0h 6m|-|http://www.pixar.com/short_films/Theatrical-Shorts/Piper
Defendor|64.0|Peter Stebbings||Woody Harrelson,Kat Dennings,Elias Koteas,Sandra Oh,Clark Johnson|2009|100|Drama,Action,Comedy,Crime|crime fighter,delusion,superhero|$44,462.00|English|1h 41m|$3,500,000.00|-
Pixels|56.0|Chris Columbus|Timothy Dowling,Tim Herlihy|Adam Sandler,Michelle Monaghan,Peter Dinklage,Josh Gad,Kevin James|2015|100|Action,Comedy,Science Fiction|video game,nerd,alien attack,3d,pixels|$243,637,091.00|English|1h 45m|$88,000,000.00|http://www.pixels-movie.com/
The X Files: I Want to Believe|55.0|Chris Carter|Chris Carter,Frank Spotnitz|David Duchovny,Gillian Anderson,Amanda Peet,Billy Connolly,Xzibit|2008|100|Drama,Mystery,Science Fiction,Thriller|extraterrestrial technology,fbi,alien,priest,hospital,fbi agent,duringcreditsstinger|$68,369,434.00|English|1h 44m|$30,000,000.00|-
